Campaign,Labels,Budget,Budget type,Standard conversion goals,Campaign Type,Networks,Location and language targeting,Languages,Bid Strategy Type,Bid Strategy Name,Enhanced CPC,Desktop Bid Modifier,Mobile Bid Modifier,Tablet Bid Modifier,TV Screen Bid Modifier,Start Date,End Date,Ad Schedule,Ad rotation,Targeting method,Exclusion method,Audience targeting,Flexible Reach,Text asset automation,Final URL expansion,Ad Group,Max CPC,Max CPM,Target CPA,Max CPV,Target CPV,Percent CPC,Target CPM,Target ROAS,Display Network Custom Bid Type,Optimized targeting,Ad Group Type,Keyword,Criterion Type,First page bid,Top of page bid,First position bid,Quality score,Landing page experience,Expected CTR,Ad relevance,Campaign Status,Ad Group Status,Status,Approval Status,Ad strength,Comment,Clicks,Cost,Impressions,All video ad seq impr,CTR,Interactions,Interaction Rate,Engagements,Engagement Rate,Invalid Clicks,Invalid Click Rate,Invalid Interactions,Invalid Interaction Rate,Avg CPC,Avg Cost,Avg CPE,Avg CPM,Avg CPV,Avg target CPA,Avg target ROAS,Avg target cost per install,Avg target cost per inapp action,Video Views,Video View Rate,Watch time,Avg watch time per impr,Video played to 25,Video played to 50,Video played to 75,Video played to 100,Coviewed impressions,Absolute top impression rate,Top impression percentage,Viewable impr,Non viewable impr,Measurable impr,Non measurable impr,Measurable cost,Measurable rate,Avg viewable CPM,Viewable CTR,Viewable impr distrib,Non viewable impr distrib,Non measurable impr distrib,Viewable rate,Conversions,Cost per conv,Conv rate,Conv value,Conv value per cost,Conv value per click,Value per conv,Value adjustment,Conversions by conv time,Conv value by conv time,Value per conv by conv time,All conv,Cost per all conv,All conv rate,All conv value,All conv value per cost,All conv value per click,Value per all conv,All value adjustment,All conv by conv time,All conv value by conv time,Value per all conv by conv time,Orders,Avg cart size,Avg order value,Cost of goods sold,Gross profit,Revenue,Crossdevice conv,Crossdevice conv value,Crossdevice conv by conv time,Crossdevice conv value by conv time,View through conv,New customers,Purchase conversions,Purchase value,Store visits,Store visit value,Store visit value per Store visit,View through store visits,Installs,Cost per install,InApp actions,Participated inapp actions,Cost per InApp action,Cost per Participated inapp action,Conversions under current model,Cost per conv under current model,Conv rate under current model,Conv value under current model,Value per conv under current model,Conv value per click under current model,Conv value per cost under current model,Store visits under data driven model,Store visits under last click model,Search Impr share,Search top IS,Search abs top IS,Search lost IS rank,Search lost top IS rank,Search lost abs top IS rank,Search lost IS budget,Search lost top IS budget,Search lost abs top IS budget,Search exact match IS,Display impr share,Display lost IS rank,Display lost IS budget,Click share,Relative CTR,Phone calls,Phone impressions,PTR,Chats,Message impressions,Chat rate,Avg impr freq per user,Unique users,Avg impr freq per user over 7 days,Avg impr freq per user over 30 days,Frequency distribution 1 plus,Frequency distribution 2 plus,Frequency distribution 3 plus,Frequency distribution 4 plus,Frequency distribution 5 plus,Frequency distribution 10 plus,Display Clicks,Display Cost,Display Impressions,Display CTR,Display Interactions,Display Interaction Rate,Display Engagements,Display Engagement Rate,Display Avg CPC,Display Avg Cost,Display Avg CPE,Display Avg CPM,Display Avg CPV,Display Video Views,Display Video View Rate,Display Video played to 25,Display Video played to 50,Display Video played to 75,Display Video played to 100,Display Viewable impr,Display Non viewable impr,Display Measurable impr,Display Non measurable impr,Display Measurable cost,Display Measurable rate,Display Avg viewable CPM,Display Viewable CTR,Display Viewable impr distrib,Display Non viewable impr distrib,Display Non measurable impr distrib,Display Viewable rate,Display Conversions,Display Cost per conv,Display Conv rate,Display Conv value,Display Conv value per cost,Display Conv value per click,Display Value per conv,Display All conv,Display Cost per all conv,Display All conv rate,Display All conv value,Display All conv value per cost,Display All conv value per click,Display Value per all conv,Display Crossdevice conv,Display Crossdevice conv value,Display View through conv,Display Store visits,Display Store visit value,Display Store visit value per Store visit,Display View through store visits
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,resto burger lyon,Phrase,1.14,1.26,1.26,2,Below average,Below average,Average,Enabled,Enabled,Enabled,Approved,,,0,0.00,0,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,9.99%,9.99%,9.99%,90.01%,90.01%,90.01%,,,,0.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,meilleur restaurant burger lyon,Phrase,0.49,0.49,0.49,3,Below average,Average,Below average,Enabled,Enabled,Enabled,Approved,,,0,0.00,0,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,0.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,hamburger lyon,Phrase,1.25,1.25,1.33,1,Below average,Below average,Below average,Enabled,Enabled,Paused,Approved,,,0,0.00,0,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,0.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,best burger lyon,Phrase,1.00,1.00,1.33,3,Below average,Average,Below average,Enabled,Enabled,Enabled,Approved,,,0,0.00,0,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,0.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,meilleur burger lyon,Phrase,0.92,1.00,1.00,3,Below average,Below average,Above average,Enabled,Enabled,Enabled,Approved,,,0,0.00,4,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,75.00%,75.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,9.99%,9.99%,9.99%,90.01%,90.01%,90.01%,,,,33.33%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,restaurant burger lyon,Phrase,1.25,1.33,1.33,2,Below average,Below average,Average,Enabled,Enabled,Enabled,Approved,,,1,0.85,8,,12.50%,1,12.50%,0,0.00%,,,,,0.85,0.85,0.00,106.25,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,75.00%,87.50%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,12.50%,10.94%,9.99%,87.50%,89.06%,90.01%,,,,50.00%,,,,9.99%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,burger lyon 4,Phrase,4.54,0.00,0.00,,-,-,-,Enabled,Enabled,Enabled,Approved,,,0,0.00,0,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,0.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,smash burger lyon,Broad,1.98,1.98,1.98,3,Below average,Below average,Above average,Enabled,Enabled,Enabled,Approved,,,0,0.00,16,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,53.33%,53.33%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,14.74%,9.99%,9.99%,85.26%,90.01%,90.01%,,,,34.62%,,,,0.00%,,0,1,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,burger croix rousse,Phrase,3.47,0.00,0.00,1,Below average,Below average,Below average,Enabled,Enabled,Enabled,Approved,,,0,0.00,3,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,33.33%,33.33%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,60.00%,20.00%,20.00%,40.00%,80.00%,80.00%,,,,50.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,meilleur smash burger lyon,Phrase,0.74,0.76,0.76,5,Below average,Average,Above average,Enabled,Enabled,Enabled,Approved,,,0,0.00,1,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,100.00%,100.00%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,,,,50.00%,,,,0.00%,,0,0,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,meilleurs burgers lyon,Phrase,0.88,1.10,1.19,3,Below average,Below average,Above average,Enabled,Enabled,Enabled,Approved,,,2,2.25,14,,14.29%,2,14.29%,0,0.00%,,,,,1.13,1.13,0.00,160.71,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,,78.57%,85.71%,,,,,,,,0.00%,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,20.63%,17.74%,16.13%,79.37%,82.26%,83.87%,,,,83.33%,,,,9.99%,,0,2,0.00%,0,0,0.00%,,,,,,,,,,,0,0.00,0,0.00%,0,0.00%,0,0.00%,0.00,0.00,0.00,0.00,0.00,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,,,,,,,,,,Enabled,Enabled,Enabled,Disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,,,,,,,,,,Enabled,Enabled,Enabled,Disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,,,,,,,,,,Enabled,Enabled,Enabled,Disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,,,,,,,,,,Enabled,Enabled,Enabled,Approved,Good,,5,05.06,96,,5.21%,5,5.21%,0,0.00%,,,,,01.01,01.01,0.00,52.71,0.00,,,,,0,0.00%,0,0.0,0.00%,0.00%,0.00%,0.00%,96,68.82%,79.57%,0,0,0,96,0.00,0.00%,0.00,0.00%,0.00%,0.00%,100.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,0,7,0.00%,0,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,,,,,,,,,,Enabled,,Enabled,,,,1,1.13,22,,4.55%,1,4.55%,0,0.00%,,,,,1.13,1.13,0.00,51.36,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,22,59.09%,68.18%,0,0,0,22,0.00,0.00%,0.00,0.00%,0.00%,0.00%,100.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,16.80%,,,83.20%,,,,,,52.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Manger Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Disabled,Disabled,Manger | Burger,0.92,0.65,,,0.01,,0.01,,None,Disabled,Standard,,,,,,,,,,Enabled,,Enabled,,,,0,0.00,0,,0.00%,0,0.00%,0,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,,,,,0,0.00%,,,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00%,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,9.99%,,,90.01%,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
