Campaign,Labels,Budget,Budget type,Standard conversion goals,Campaign Type,Networks,Location and language targeting,Languages,Bid Strategy Type,Bid Strategy Name,Enhanced CPC,Desktop Bid Modifier,Mobile Bid Modifier,Tablet Bid Modifier,TV Screen Bid Modifier,Start Date,End Date,Ad Schedule,Ad rotation,Targeting method,Exclusion method,Audience targeting,Flexible Reach,Text asset automation,Final URL expansion,Ad Group,Max CPC,Max CPM,Target CPA,Max CPV,Target CPV,Percent CPC,Target CPM,Target ROAS,Display Network Custom Bid Type,Optimized targeting,Ad Group Type,Audience name,Tracking template,Final URL suffix,Custom parameters,ID,Audience segment,Bid Modifier,Final URL,Final mobile URL,Age,Location,Reach,Location groups,Location groups legacy,Feed,Radius,Unit,Keyword,Criterion Type,First page bid,Top of page bid,First position bid,Quality score,Landing page experience,Expected CTR,Ad relevance,Image Size,Upgraded extension,Link source,Business name,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Shared set name,Shared set type,Keyword count,Link Text,Description Line 1,Description Line 2,Source,Header,Snippet Values,Callout text,Campaign Status,Ad Group Status,Status,Approval Status,Ad strength,Comment,Clicks,Cost,Impressions,All video ad seq impr,CTR,Interactions,Interaction Rate,Engagements,Engagement Rate,Invalid Clicks,Invalid Click Rate,Invalid Interactions,Invalid Interaction Rate,Avg CPC,Avg Cost,Avg CPE,Avg CPM,Avg CPV,Avg target CPA,Avg target ROAS,Avg target cost per install,Avg target cost per inapp action,Video Views,Video View Rate,Watch time,Avg watch time per impr,Video played to 25,Video played to 50,Video played to 75,Video played to 100,Coviewed impressions,Absolute top impression rate,Top impression percentage,Viewable impr,Non viewable impr,Measurable impr,Non measurable impr,Measurable cost,Measurable rate,Avg viewable CPM,Viewable CTR,Viewable impr distrib,Non viewable impr distrib,Non measurable impr distrib,Viewable rate,Conversions,Cost per conv,Conv rate,Conv value,Conv value per cost,Conv value per click,Value per conv,Value adjustment,Conversions by conv time,Conv value by conv time,Value per conv by conv time,All conv,Cost per all conv,All conv rate,All conv value,All conv value per cost,All conv value per click,Value per all conv,All value adjustment,All conv by conv time,All conv value by conv time,Value per all conv by conv time,Orders,Avg cart size,Avg order value,Cost of goods sold,Gross profit,Revenue,Crossdevice conv,Crossdevice conv value,Crossdevice conv by conv time,Crossdevice conv value by conv time,View through conv,New customers,Purchase conversions,Purchase value,Store visits,Store visit value,Store visit value per Store visit,View through store visits,Installs,Cost per install,InApp actions,Participated inapp actions,Cost per InApp action,Cost per Participated inapp action,Conversions under current model,Cost per conv under current model,Conv rate under current model,Conv value under current model,Value per conv under current model,Conv value per click under current model,Conv value per cost under current model,Store visits under data driven model,Store visits under last click model,Search Impr share,Search top IS,Search abs top IS,Search lost IS rank,Search lost top IS rank,Search lost abs top IS rank,Search lost IS budget,Search lost top IS budget,Search lost abs top IS budget,Search exact match IS,Display impr share,Display lost IS rank,Display lost IS budget,Click share,Relative CTR,Phone calls,Phone impressions,PTR,Chats,Message impressions,Chat rate,Avg impr freq per user,Unique users,Avg impr freq per user over 7 days,Avg impr freq per user over 30 days,Frequency distribution 1 plus,Frequency distribution 2 plus,Frequency distribution 3 plus,Frequency distribution 4 plus,Frequency distribution 5 plus,Frequency distribution 10 plus,Display Clicks,Display Cost,Display Impressions,Display CTR,Display Interactions,Display Interaction Rate,Display Engagements,Display Engagement Rate,Display Avg CPC,Display Avg Cost,Display Avg CPE,Display Avg CPM,Display Avg CPV,Display Video Views,Display Video View Rate,Display Video played to 25,Display Video played to 50,Display Video played to 75,Display Video played to 100,Display Viewable impr,Display Non viewable impr,Display Measurable impr,Display Non measurable impr,Display Measurable cost,Display Measurable rate,Display Avg viewable CPM,Display Viewable CTR,Display Viewable impr distrib,Display Non viewable impr distrib,Display Non measurable impr distrib,Display Viewable rate,Display Conversions,Display Cost per conv,Display Conv rate,Display Conv value,Display Conv value per cost,Display Conv value per click,Display Value per conv,Display All conv,Display Cost per all conv,Display All conv rate,Display All conv value,Display All conv value per cost,Display All conv value per click,Display Value per all conv,Display Crossdevice conv,Display Crossdevice conv value,Display View through conv,Display Store visits,Display Store visit value,Display Store visit value per Store visit,Display View through store visits
FR | Dormir Lyon,,28.0,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5.0,-65.0,,,2024-02-12,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments,Enabled,Disabled,Hotel / Hostel,0.69,0.01,,,0.01,,0.01,,None,Disabled,Standard,,,,,91500.0,Travel>Travel Buffs,-15.0,https://www.pilohotels.com/,,45-54,France,66200000.0,,,,4.0,km,hôtel lyon,Broad,1.92,1.92,0.0,2.0,Below average,Below average,Average,2140 x 1119,[],Advertiser,PILO HOTEL,Responsive search ad,Hôtel Pilo Lyon,-,Site Officiel - Explorer,-,Quartier Pentes Croix-Rousse,-,Réservez maintenant,-,Meilleurs Tarifs Garantis,-,Literie Haut de Gamme,-,Hôtel au coeur de Lyon,-,Chambres avec vue dégagée,-,Hotel avec Bar et Restaurant,-,L'hôtellerie Réinventée,-,Hôtel Fun & Chill pour tous,-,Pilo Hostel à Lyon,-,Hôtel Fun & Chill,-,Dortoirs à partir de 20€,-,Chambre double à partir de 59€,-,"Découvrez Pilo : des chambres et dortoirs en lits capsules, mais aussi du fun & du chill",-,"Que ce soit pour une nuit ou plus, chez Pilo on dort toujours sur ses deux oreilles !",-,"Dormir chez Pilo, c’est un peu comme dormir à la maison, mais en mieux !",-,Bénéficiez des meilleurs tarifs en ligne en réservant directement sur notre site officiel.,-,lyon,lyon,GLOBAL PILO,Shared negative keyword list,13.0,Work Hard,Pilo à la salle qu’il vous faut,pour vos réunions & séminaires,Advertiser,Services,"Réception 24h/24
Bar
Restaurant
Espace de travail
Wifi Gratuit
Petit Déjeuner",Vue sur Fourvière,Enabled,Enabled,Enabled,Approved,Excellent,,50.0,28.45,546.0,546.0,9.16%,50.0,9.16%,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.57,0.57,0.0,52.11,0.0,0.0,0.00%,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.00%,0.00%,0.00%,546.0,23.68%,91.73%,0.0,0.0,0.0,546.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,100.00%,0.00%,4.08,6.96,8.17%,585.89,20.59,11.72,143.43,0.0,4.08,585.89,143.43,4.08,6.96,8.17%,585.89,20.59,11.72,143.43,0.0,4.08,585.89,143.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.96,8.17%,585.89,143.43,11.72,20.59,0.0,0.0,9.99%,9.99%,9.99%,21.50%,21.59%,23.58%,75.73%,75.73%,75.73%,9.99%,0.00%,0.00%,0.00%,9.99%,0.00%,0.0,74.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR | Dormir Lyon,,28.0,Daily,Account-level,Search,Google search;Search Partners,Campaign level,All,Manual CPC,,Enabled,5.0,-15.0,,,2024-02-12,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Hotel / Hostel,0.69,0.01,,,0.01,,0.01,,None,Disabled,Standard,,,,,91500.0,Travel>Travel Buffs,-15.0,https://www.pilohotels.com/,,45-54,France,66200000.0,,,,4.0,km,hôtel lyon,Broad,1.92,1.92,0.0,2.0,Below average,Below average,Average,2140 x 1119,[],Advertiser,PILO HOTEL,Responsive search ad,Hôtel Pilo Lyon,-,Site Officiel - Explorer,-,Quartier Pentes Croix-Rousse,-,Réservez maintenant,-,Meilleurs Tarifs Garantis,-,Literie Haut de Gamme,-,Hôtel au coeur de Lyon,-,Chambres avec vue dégagée,-,Hotel avec Bar et Restaurant,-,L'hôtellerie Réinventée,-,Hôtel Fun & Chill pour tous,-,Pilo Hostel à Lyon,-,Hôtel Fun & Chill,-,Dortoirs à partir de 20€,-,Chambre double à partir de 59€,-,"Découvrez Pilo : des chambres et dortoirs en lits capsules, mais aussi du fun & du chill",-,"Que ce soit pour une nuit ou plus, chez Pilo on dort toujours sur ses deux oreilles !",-,"Dormir chez Pilo, c’est un peu comme dormir à la maison, mais en mieux !",-,Bénéficiez des meilleurs tarifs en ligne en réservant directement sur notre site officiel.,-,lyon,lyon,GLOBAL PILO,Shared negative keyword list,13.0,Work Hard,Pilo à la salle qu’il vous faut,pour vos réunions & séminaires,Advertiser,Services,"Réception 24h/24
Bar
Restaurant
Espace de travail
Wifi Gratuit
Petit Déjeuner",Vue sur Fourvière,Enabled,Enabled,Enabled,Approved,Excellent,,50.0,28.45,517.0,517.0,9.67%,50.0,9.67%,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.57,0.57,0.0,55.03,0.0,0.0,0.00%,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.00%,0.00%,0.00%,517.0,24.31%,91.90%,0.0,0.0,0.0,517.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,100.00%,0.00%,4.08,6.96,8.17%,585.89,20.59,11.72,143.43,0.0,4.08,585.89,143.43,4.08,6.96,8.17%,585.89,20.59,11.72,143.43,0.0,4.08,585.89,143.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.96,8.17%,585.89,143.43,11.72,20.59,0.0,0.0,9.99%,9.99%,9.99%,21.56%,21.64%,23.57%,75.73%,75.73%,75.73%,9.99%,0.00%,0.00%,0.00%,9.99%,0.00%,0.0,73.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR | Dormir Lyon,,28.0,Daily,Account-level,Search,Google search;Search Partners,Campaign level,All,Manual CPC,,Enabled,5.0,-15.0,,,2024-02-12,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Hotel / Hostel,0.69,0.01,,,0.01,,0.01,,None,Disabled,Standard,,,,,91500.0,Travel>Travel Buffs,-15.0,https://www.pilohotels.com/,,45-54,France,66200000.0,,,,4.0,km,hôtel lyon,Broad,1.92,1.92,0.0,2.0,Below average,Below average,Average,2140 x 1119,[],Advertiser,PILO HOTEL,Responsive search ad,Hôtel Pilo Lyon,-,Site Officiel - Explorer,-,Quartier Pentes Croix-Rousse,-,Réservez maintenant,-,Meilleurs Tarifs Garantis,-,Literie Haut de Gamme,-,Hôtel au coeur de Lyon,-,Chambres avec vue dégagée,-,Hotel avec Bar et Restaurant,-,L'hôtellerie Réinventée,-,Hôtel Fun & Chill pour tous,-,Pilo Hostel à Lyon,-,Hôtel Fun & Chill,-,Dortoirs à partir de 20€,-,Chambre double à partir de 59€,-,"Découvrez Pilo : des chambres et dortoirs en lits capsules, mais aussi du fun & du chill",-,"Que ce soit pour une nuit ou plus, chez Pilo on dort toujours sur ses deux oreilles !",-,"Dormir chez Pilo, c’est un peu comme dormir à la maison, mais en mieux !",-,Bénéficiez des meilleurs tarifs en ligne en réservant directement sur notre site officiel.,-,lyon,lyon,GLOBAL PILO,Shared negative keyword list,13.0,Work Hard,Pilo à la salle qu’il vous faut,pour vos réunions & séminaires,Advertiser,Services,"Réception 24h/24
Bar
Restaurant
Espace de travail
Wifi Gratuit
Petit Déjeuner",Vue sur Fourvière,Enabled,Enabled,Enabled,Approved,Excellent,,4.0,2.44,58.0,517.0,6.90%,4.0,6.90%,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.61,0.61,0.0,42.07,0.0,0.0,0.00%,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.00%,0.00%,0.00%,58.0,24.31%,91.90%,0.0,0.0,0.0,58.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,100.00%,0.00%,1.0,2.44,25.00%,442.8,181.48,110.7,442.8,0.0,4.08,585.89,143.43,1.0,2.44,25.00%,442.8,181.48,110.7,442.8,0.0,4.08,585.89,143.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.96,8.17%,585.89,143.43,11.72,20.59,0.0,0.0,9.99%,9.99%,9.99%,21.50%,21.64%,23.57%,75.73%,75.73%,75.73%,9.99%,0.00%,0.00%,0.00%,9.99%,0.00%,0.0,73.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR | Dormir Lyon,,28.0,Daily,Account-level,Search,Google search;Search Partners,Campaign level,All,Manual CPC,,Enabled,5.0,-15.0,,,2024-02-12,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Hotel / Hostel,0.69,0.01,,,0.01,,0.01,,None,Disabled,Standard,,,,,91500.0,Travel>Travel Buffs,-15.0,https://www.pilohotels.com/,,55-64,France,66200000.0,,,,4.0,km,hôtel lyon,Broad,1.92,1.92,0.0,2.0,Below average,Below average,Average,2140 x 1119,[],Advertiser,PILO HOTEL,Responsive search ad,Hôtel Pilo Lyon,-,Site Officiel - Explorer,-,Quartier Pentes Croix-Rousse,-,Réservez maintenant,-,Meilleurs Tarifs Garantis,-,Literie Haut de Gamme,-,Hôtel au coeur de Lyon,-,Chambres avec vue dégagée,-,Hotel avec Bar et Restaurant,-,L'hôtellerie Réinventée,-,Hôtel Fun & Chill pour tous,-,Pilo Hostel à Lyon,-,Hôtel Fun & Chill,-,Dortoirs à partir de 20€,-,Chambre double à partir de 59€,-,"Découvrez Pilo : des chambres et dortoirs en lits capsules, mais aussi du fun & du chill",-,"Que ce soit pour une nuit ou plus, chez Pilo on dort toujours sur ses deux oreilles !",-,"Dormir chez Pilo, c’est un peu comme dormir à la maison, mais en mieux !",-,Bénéficiez des meilleurs tarifs en ligne en réservant directement sur notre site officiel.,-,lyon,lyon,GLOBAL PILO,Shared negative keyword list,13.0,Work Hard,Pilo à la salle qu’il vous faut,pour vos réunions & séminaires,Advertiser,Services,"Réception 24h/24
Bar
Restaurant
Espace de travail
Wifi Gratuit
Petit Déjeuner",Vue sur Fourvière,Enabled,Enabled,Enabled,Approved,Excellent,,6.0,3.34,43.0,517.0,13.95%,6.0,13.95%,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.56,0.56,0.0,77.67,0.0,0.0,0.00%,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.00%,0.00%,0.00%,43.0,24.31%,91.90%,0.0,0.0,0.0,43.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,4.08,585.89,143.43,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,4.08,585.89,143.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.96,8.17%,585.89,143.43,11.72,20.59,0.0,0.0,9.99%,9.99%,9.99%,21.74%,21.64%,23.57%,75.73%,75.73%,75.73%,9.99%,0.00%,0.00%,0.00%,9.99%,0.00%,0.0,73.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR | Dormir Lyon,,28.0,Daily,Account-level,Search,Google search;Search Partners,Campaign level,All,Manual CPC,,Enabled,5.0,-15.0,,,2024-02-12,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Hotel / Hostel,0.69,0.01,,,0.01,,0.01,,None,Disabled,Standard,,,,,91500.0,Travel>Travel Buffs,-15.0,https://www.pilohotels.com/,,65-up,France,66200000.0,,,,4.0,km,hôtel lyon,Broad,1.92,1.92,0.0,2.0,Below average,Below average,Average,2140 x 1119,[],Advertiser,PILO HOTEL,Responsive search ad,Hôtel Pilo Lyon,-,Site Officiel - Explorer,-,Quartier Pentes Croix-Rousse,-,Réservez maintenant,-,Meilleurs Tarifs Garantis,-,Literie Haut de Gamme,-,Hôtel au coeur de Lyon,-,Chambres avec vue dégagée,-,Hotel avec Bar et Restaurant,-,L'hôtellerie Réinventée,-,Hôtel Fun & Chill pour tous,-,Pilo Hostel à Lyon,-,Hôtel Fun & Chill,-,Dortoirs à partir de 20€,-,Chambre double à partir de 59€,-,"Découvrez Pilo : des chambres et dortoirs en lits capsules, mais aussi du fun & du chill",-,"Que ce soit pour une nuit ou plus, chez Pilo on dort toujours sur ses deux oreilles !",-,"Dormir chez Pilo, c’est un peu comme dormir à la maison, mais en mieux !",-,Bénéficiez des meilleurs tarifs en ligne en réservant directement sur notre site officiel.,-,lyon,lyon,GLOBAL PILO,Shared negative keyword list,13.0,Work Hard,Pilo à la salle qu’il vous faut,pour vos réunions & séminaires,Advertiser,Services,"Réception 24h/24
Bar
Restaurant
Espace de travail
Wifi Gratuit
Petit Déjeuner",Vue sur Fourvière,Enabled,Enabled,Enabled,Approved,Excellent,,2.0,1.14,38.0,517.0,5.26%,2.0,5.26%,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.57,0.57,0.0,30.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.00%,0.00%,0.00%,38.0,24.31%,91.90%,0.0,0.0,0.0,38.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,4.08,585.89,143.43,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,4.08,585.89,143.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.96,8.17%,585.89,143.43,11.72,20.59,0.0,0.0,9.99%,9.99%,9.99%,21.29%,21.64%,23.57%,75.73%,75.73%,75.73%,9.99%,0.00%,0.00%,0.00%,9.99%,0.00%,0.0,73.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR | Dormir Lyon,,28.0,Daily,Account-level,Search,Google search;Search Partners,Campaign level,All,Manual CPC,,Enabled,5.0,-15.0,,,2024-02-12,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Hotel / Hostel,0.69,0.01,,,0.01,,0.01,,None,Disabled,Standard,,,,,91500.0,Travel>Travel Buffs,-15.0,https://www.pilohotels.com/,,Unknown,France,66200000.0,,,,4.0,km,hôtel lyon,Broad,1.92,1.92,0.0,2.0,Below average,Below average,Average,2140 x 1119,[],Advertiser,PILO HOTEL,Responsive search ad,Hôtel Pilo Lyon,-,Site Officiel - Explorer,-,Quartier Pentes Croix-Rousse,-,Réservez maintenant,-,Meilleurs Tarifs Garantis,-,Literie Haut de Gamme,-,Hôtel au coeur de Lyon,-,Chambres avec vue dégagée,-,Hotel avec Bar et Restaurant,-,L'hôtellerie Réinventée,-,Hôtel Fun & Chill pour tous,-,Pilo Hostel à Lyon,-,Hôtel Fun & Chill,-,Dortoirs à partir de 20€,-,Chambre double à partir de 59€,-,"Découvrez Pilo : des chambres et dortoirs en lits capsules, mais aussi du fun & du chill",-,"Que ce soit pour une nuit ou plus, chez Pilo on dort toujours sur ses deux oreilles !",-,"Dormir chez Pilo, c’est un peu comme dormir à la maison, mais en mieux !",-,Bénéficiez des meilleurs tarifs en ligne en réservant directement sur notre site officiel.,-,lyon,lyon,GLOBAL PILO,Shared negative keyword list,13.0,Work Hard,Pilo à la salle qu’il vous faut,pour vos réunions & séminaires,Advertiser,Services,"Réception 24h/24
Bar
Restaurant
Espace de travail
Wifi Gratuit
Petit Déjeuner",Vue sur Fourvière,Enabled,Enabled,Enabled,Approved,Excellent,,15.0,8.48,235.0,517.0,6.38%,15.0,6.38%,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.57,0.57,0.0,36.09,0.0,0.0,0.00%,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.00%,0.00%,0.00%,235.0,24.31%,91.90%,0.0,0.0,0.0,235.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,4.08,585.89,143.43,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,4.08,585.89,143.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.96,8.17%,585.89,143.43,11.72,20.59,0.0,0.0,9.99%,9.99%,9.99%,21.76%,21.64%,23.57%,75.73%,75.73%,75.73%,9.99%,0.00%,0.00%,0.00%,9.99%,0.00%,0.0,73.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
